Code DANE,Municipality,Department,2016_yes_total,2016_no_total,2016_yes_percentage,2016_no_percentage,2016_turnout_percentage,2016_turnout,mun_risk_level,number_municipalities,mun_med_risk,mun_high_risk,mun_extr_risk,total_municipalities_at_risk,percentage_department_at_risk,org_crim_2014_2016,param_groups_1996_2011,ELN_2014_2016,FARC_2014_2015,des_zones_FARC_2016,var1_cat,pol_soc_viol_2016,press_liber_2016,mass_displ_2016,cat2_var,ill_crops_2015,ill_mining_2015,cat3_var,vote_corr_2006_2015,ballot_alt_2006_2015,cat4_var,aggregate_cat123,aggregate_cat1234
47058,Ariguaní,Magdalena,,,61.64,38.35,25.93,,0,,,,,,0,,,,,,0,3,,,3,,,0,,,0,6,6
47161,Cerro San Antonio,Magdalena,,,90.66,9.33,29.1,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
47170,Chivolo,Magdalena,,,79.52,20.47,27.6,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
47189,Ciénaga,Magdalena,,,49.88,50.11,21.81,,2,,,2,,,0,,3,,,,3,3,,,3,,,0,1,,1,15,16
47205,Concordia,Magdalena,,,86.84,13.15,24.82,,0,,,,,,0,,,,,,0,,,,0,,,0,,2,2,2,4
47245,El Banco,Magdalena,,,56.07,43.92,27.1,,0,,,,,,0,,,,,,0,,,,0,,1,1,,,0,2,2
47258,El Piñon,Magdalena,,,82.57,17.42,23.4,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
47268,El Retén,Magdalena,,,70.71,29.28,22.76,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
47288,Fundación,Magdalena,,,51.68,48.31,17.69,,0,,,,,,0,,,,,,0,,,,0,,,0,1,,1,1,2
47318,Guamal,Magdalena,,,64.52,35.47,21.28,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
47460,Nueva Granada,Magdalena,,,59.49,40.5,21.09,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
47541,Pedraza,Magdalena,,,70.82,29.17,21.57,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
47545,Pijiño del Carmen,Magdalena,,,63.31,36.68,32.06,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
47551,Pivijay,Magdalena,,,87.12,12.87,26.03,,0,,,,,,0,,1,,,,1,,,,0,,,0,2,,2,4,6
47555,Plato,Magdalena,,,65.64,34.35,25,,0,,,,,,0,,,,,,0,,,,0,,,0,2,,2,2,4
47570,Puebloviejo,Magdalena,,,50.47,49.52,19.83,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
47605,Remolino,Magdalena,,,10.43,89.56,27.61,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
47660,Sabanas de San Angel,Magdalena,,,59.95,40.04,17.99,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
47675,Salamina,Magdalena,,,56.98,43.01,17.61,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
47692,San Sebastián de Buenavista,Magdalena,,,77.73,22.26,32.19,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
47703,San Zenón,Magdalena,,,82.21,17.78,35.61,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
47707,Santa Ana,Magdalena,,,54.6,45.39,28.08,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
47720,Santa Bárbara de Pinto,Magdalena,,,81.93,18.06,27.02,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
47745,Sitionuevo,Magdalena,,,68.33,31.66,14.15,,1,,1,,,,0,2,1,,,,3,,,,0,,,0,,1,1,8,9
47798,Tenerife,Magdalena,,,84.93,15.06,30.21,,0,,,,,,0,,,,,,0,3,,,3,,,0,,,0,6,6
47960,Zapayán,Magdalena,,,81.25,18.75,34.21,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
47980,Zona Bananera,Magdalena,,,64.53,35.46,8.43,,0,,,,,,0,,1,,,,1,,,,0,,,0,,,0,2,2
,Total,Magdalena,132063,86102,60.53,39.46,24.43,222121,,30,1,2,0,3,10,,,,,,0,,,,0,,,0,,,0,,0
50001,Villavicencio,Meta,,,35.96,64.03,46.49,,1,,1,,,,0,,1,,,,1,3,,,3,,,0,,1,1,10,11
50006,Acacías,Meta,,,27.05,72.94,54.01,,0,,,,,,0,,,,,,0,,1,,1,,,0,,3,3,5,8
50110,Barranca de Upía,Meta,,,35.7,64.29,41.1,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
50124,Cabuyaro,Meta,,,37.78,62.21,42.52,,0,,,,,,0,,,,,,0,,,,0,,,0,1,,1,1,2
50150,Castilla la Nueva,Meta,,,28.55,71.44,59.57,,0,,,,,,0,,,,,,0,,,,0,,,0,1,1,2,2,4
50223,Cubarral,Meta,,,30.29,69.7,41.45,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
50226,Cumaral,Meta,,,32.5,67.49,49.7,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
50245,El Calvario,Meta,,,53.31,46.68,40.18,,0,,,,,,0,,,,,,0,,,,0,,,0,,2,2,2,4
50251,El Castillo,Meta,,,61.7,38.29,38.81,,1,,1,,,,0,,2,,1,,3,,,,0,,,0,,,0,7,7
50270,El Dorado,Meta,,,42.31,57.68,49.06,,0,,,,,,0,,,,,,0,,,,0,,,0,,1,1,1,2
50287,Fuente de Oro,Meta,,,41.95,58.04,40.4,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
50313,Granada,Meta,,,36.07,63.92,41.05,,0,,,,,,0,,,,1,,1,,,,0,,,0,,,0,2,2
50318,Guamal,Meta,,,24.39,75.6,52.73,,0,,,,,,0,,,,,,0,,,,0,,,0,1,,1,1,2
50325,Mapiripán,Meta,,,57.98,42.01,23.11,,2,,,2,,,0,,1,,1,1,3,,,,0,1,,1,3,,3,13,16
50330,Mesetas,Meta,,,62.07,37.92,40.14,,3,,,,3,,0,,,,1,1,2,,,,0,1,,1,2,,2,11,13
50350,La Macarena,Meta,,,73.66,26.33,39.34,,3,,,,3,,0,,,,1,1,2,,,,0,2,,2,1,,1,12,13
50370,Uribe,Meta,,,93.56,6.43,46.86,,1,,1,,,,0,,,,1,,1,,,,0,1,,1,3,,3,8,11
50400,Lejanías,Meta,,,44.03,55.96,38.64,,0,,,,,,0,,,,1,,1,,,,0,,,0,2,,2,4,6
50450,Puerto Concordia,Meta,,,55.15,44.84,37.74,,1,,1,,,,0,2,,,1,,3,,,,0,1,,1,,,0,9,9
50568,Puerto Gaitán,Meta,,,33.28,66.71,39.54,,1,,1,,,,0,,,,1,,1,3,,,3,,,0,,1,1,10,11
50573,Puerto López,Meta,,,27.92,72.07,40.96,,1,,1,,,,0,,,,,,0,3,,,3,,,0,,,0,7,7
50577,Puerto Lleras,Meta,,,44.35,55.64,36.49,,1,,1,,,,0,2,,,1,,3,,,,0,1,,1,,,0,9,9
50590,Puerto Rico,Meta,,,48.16,51.83,38.93,,1,,1,,,,0,2,,,1,,3,,,,0,2,,2,,,0,11,11
50606,Restrepo,Meta,,,40.92,59.07,40.87,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
50680,San Carlos de Guaroa,Meta,,,32.99,67,47.06,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
50683,San Juan de Arama,Meta,,,47.79,52.2,38.21,,1,,1,,,,0,,,,1,,1,,,,0,2,,2,,,0,7,7
50686,San Juanito,Meta,,,54.02,45.97,46.39,,0,,,,,,0,,,,,,0,,,,0,,,0,,1,1,1,2
50689,San Martín,Meta,,,27.87,72.12,44.83,,0,,,,,,0,,1,,,,1,,,,0,,,0,,,0,2,2
50711,Vistahermosa,Meta,,,52.88,47.11,42.27,,3,,,,3,,0,,1,,1,1,3,3,,,3,2,,2,3,,3,22,25
,Total,Meta,109676,191489,36.41,63.58,45.43,307243,,29,9,1,3,13,45,,,,,,0,,,,0,,,0,,,0,,0
52001,Pasto,Nariño,,,62.62,37.37,40.86,,1,,1,,,,0,,2,,,,2,,1,,1,1,,1,,,0,9,9
52019,Albán,Nariño,,,43.58,56.41,46.34,,0,,,,,,0,,,,,,0,,,,0,,,0,1,,1,1,2
52022,Aldana,Nariño,,,50.58,49.41,46.14,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
52036,Ancuyá,Nariño,,,72.73,27.26,32.9,,2,,,2,,,0,,,2,,,2,,,,0,2,,2,,2,2,12,14
52051,Arboleda,Nariño,,,48.28,51.71,44.02,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
52079,Barbacoas,Nariño,,,74.82,25.17,20.9,,3,,,,3,,0,2,1,2,1,,6,3,,,3,3,2,5,2,,2,33,35
52083,Belén,Nariño,,,60.28,39.71,45.4,,0,,,,,,0,,,,,,0,,,,0,,,0,,2,2,2,4
52110,Buesaco,Nariño,,,50.05,49.94,35.61,,0,,,,,,0,,,,,,0,,,,0,2,,2,,,0,4,4
52203,Colón,Nariño,,,60.33,39.66,42.4,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
52207,Consaca,Nariño,,,57.86,42.13,41.67,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
52210,Contadero,Nariño,,,53.42,46.57,35.84,,0,,,,,,0,,,,,,0,,,,0,,,0,,1,1,1,2
52215,Córdoba,Nariño,,,62.16,37.83,35.27,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
52224,Cuaspud,Nariño,,,47.39,52.6,37.75,,0,,,,,,0,,,,1,,1,,,,0,,,0,,,0,2,2
52227,Cumbal,Nariño,,,63.73,36.26,37.82,,0,,,,,,0,,,2,1,,3,,,,0,,,0,,,0,6,6
52233,Cumbitara,Nariño,,,87.63,12.36,39.69,,0,,,,,,0,,,,1,,1,,,,0,2,,2,,,0,6,6
52240,Chachagüí,Nariño,,,62.48,37.51,40.97,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
52250,El Charco,Nariño,,,90.81,9.18,33.15,,2,,,2,,,0,,1,2,1,,4,,,,0,2,1,3,,,0,16,16
52254,El Peñol,Nariño,,,80.66,19.33,55.19,,0,,,,,,0,,,,,,0,,,,0,2,,2,,,0,4,4
52256,El Rosario,Nariño,,,90.78,9.21,39.75,,1,,1,,,,0,,,2,1,,3,,,,0,2,,2,,1,1,12,13
52258,El Tablón de Gómez,Nariño,,,65.68,34.31,43.73,,1,,1,,,,0,,,,,,0,,,,0,2,,2,,,0,5,5
52260,El Tambo,Nariño,,,70.7,29.29,46.61,,0,,,,,,0,,,,,,0,,,,0,2,,2,,,0,4,4
52287,Funes,Nariño,,,68.12,31.87,42.9,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
52317,Guachucal,Nariño,,,56.43,43.56,32.56,,0,,,,,,0,,,,,,0,,,,0,1,,1,,,0,2,2
52320,Guaitarilla,Nariño,,,73.81,26.18,29.16,,0,,,,,,0,,,2,,,2,,,,0,1,,1,,,0,6,6
52323,Gualmatán,Nariño,,,60.1,39.89,46.93,,0,,,,,,0,,,,,,0,,,,0,,,0,,2,2,2,4
52352,Iles,Nariño,,,62.52,37.47,34.33,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
52354,Imués,Nariño,,,55.89,44.1,33.71,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
52356,Ipiales,Nariño,,,50.03,49.96,35.59,,2,,,2,,,0,,,,1,,1,3,,,3,2,,2,,,0,14,14
52378,La Cruz,Nariño,,,51.76,48.23,41.92,,1,,1,,,,0,,,2,,,2,,,,0,2,,2,,,0,9,9
52381,La Florida,Nariño,,,72.99,27,36.05,,1,,1,,,,0,,,2,,,2,,,,0,2,,2,,1,1,10,11
52385,La Llanada,Nariño,,,71.34,28.65,44.13,,2,,,2,,,0,,,2,1,,3,,,,0,2,,2,,,0,12,12
52390,La Tola,Nariño,,,87.96,12.03,39.53,,1,,1,,,,0,,,2,1,,3,,,,0,2,,2,,,0,11,11
52399,La Unión,Nariño,,,42.97,57.02,35.92,,0,,,,,,0,,,2,,,2,,,,0,,,0,,,0,4,4
52405,Leiva,Nariño,,,90.38,9.61,40.98,,0,,,,,,0,,,,1,,1,,,,0,2,,2,,,0,6,6
52411,Linares,Nariño,,,87.08,12.91,42.8,,2,,,2,,,0,,,2,1,,3,,,,0,3,,3,,2,2,16,18
52418,Los Andes,Nariño,,,77.04,22.95,45.97,,1,,1,,,,0,,,2,1,,3,,,,0,2,,2,,,0,11,11
52427,Magüi,Nariño,,,93.13,6.86,37.67,,2,,,2,,,0,,,2,1,,3,,,,0,2,2,4,2,,2,18,20
52435,Mallama,Nariño,,,63.09,36.9,31.7,,0,,,,,,0,,,2,,,2,,,,0,1,,1,,,0,6,6
52473,Mosquera,Nariño,,,89.81,10.18,37.88,,0,,,,,,0,,,,1,,1,,,,0,2,,2,,,0,6,6
52480,Nariño,Nariño,,,60.35,39.64,40.6,,0,,,,,,0,,,,,,0,,,,0,,,0,2,,2,2,4
52490,Olaya Herrera,Nariño,,,82.14,17.85,24.12,,1,,1,,,,0,,,,1,,1,,,,0,3,,3,,2,2,11,13
52506,Ospina,Nariño,,,63.36,36.63,31.81,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
52520,Francisco Pizarro,Nariño,,,84.35,15.64,25.69,,0,,,,,,0,,,,1,,1,,,,0,2,,2,,,0,6,6
52540,Policarpa,Nariño,,,88.89,11.1,44.63,,3,,,,3,,0,,1,2,1,1,5,,,,0,3,,3,,,0,19,19
52560,Potosí,Nariño,,,46.77,53.22,37.24,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
52565,Providencia,Nariño,,,87.43,12.56,44.37,,1,,1,,,,0,,,2,,,2,,,,0,2,,2,,2,2,11,13
52573,Puerres,Nariño,,,68.72,31.27,44.42,,0,,,,,,0,,,,1,,1,,,,0,,,0,,1,1,3,4
52585,Pupiales,Nariño,,,48.37,51.62,41.32,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
52612,Ricaurte,Nariño,,,66.65,33.34,22.48,,1,,1,,,,0,,,2,1,,3,,,,0,1,,1,2,,2,11,13
52621,Roberto Payán,Nariño,,,91.51,8.48,28.26,,1,,1,,,,0,,,,1,,1,,,,0,3,1,4,,,0,11,11
52678,Samaniego,Nariño,,,83.88,16.11,39.14,,2,,,2,,,0,,1,2,1,,4,,,,0,3,,3,,,0,16,16
52683,Sandoná,Nariño,,,64.2,35.79,42.58,,0,,,,,,0,,,,,,0,,,,0,1,,1,,,0,2,2
52685,San Bernardo,Nariño,,,61.74,38.25,52.22,,0,,,,,,0,,,,,,0,,,,0,,,0,2,1,3,3,6
52687,San Lorenzo,Nariño,,,62.17,37.82,37.42,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
52693,San Pablo,Nariño,,,65.83,34.16,33.21,,1,,1,,,,0,,,2,,,2,,,,0,3,,3,,,0,11,11
52694,San Pedro de Cartago,Nariño,,,51.68,48.31,41.03,,0,,,,,,0,,,,,,0,,,,0,,,0,1,,1,1,2
52696,Santa Bárbara,Nariño,,,91.54,8.45,35.31,,2,,,2,,,0,,,2,1,,3,3,,,3,2,2,4,,,0,22,22
52699,Santacruz,Nariño,,,71.71,28.28,27.73,,1,,1,,,,0,,,2,,,2,,,,0,1,,1,,1,1,8,9
52720,Sapuyes,Nariño,,,60.36,39.63,32.99,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
52786,Taminango,Nariño,,,78.67,21.32,36.92,,0,,,,,,0,,,,1,,1,,,,0,,,0,,,0,2,2
52788,Tangua,Nariño,,,53.07,46.92,32.37,,0,,,,,,0,,,,,,0,,,,0,1,,1,,,0,2,2
52835,San Andres de Tumaco,Nariño,,,71.19,28.8,28.13,,3,,,,3,,0,,3,2,1,1,7,3,1,3,7,3,1,4,,,0,39,39
52838,Túquerres,Nariño,,,64.45,35.54,30.27,,1,,1,,,,0,,,2,1,,3,,,,0,1,,1,,,0,9,9
52885,Yacuanquer,Nariño,,,67.71,32.28,41.21,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
,Total,Nariño,251047,136283,64.81,35.18,36.72,399043,,64,14,8,3,25,39,,,,,,0,,,,0,,,0,,,0,,0
54001,Cúcuta,Norte de Santander,,,34.63,65.36,45.27,,2,,,2,,,0,3,,,,,3,3,1,,4,1,,1,,,0,18,18
54003,Abrego,Norte de Santander,,,33.55,66.44,30.17,,1,,1,,,,0,,,2,,,2,,,,0,1,,1,,,0,7,7
54051,Arboledas,Norte de Santander,,,30.38,69.61,45.35,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
